PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Bentley, SD; Vernikos, GS; Snyder, LAS; Churcher, C; Arrowsmith, C; Chillingworth, T; Cronin, A; Davis, PH; Holroyd, NE; Jagels, K; Maddison, M; Moule, S; Rabbinowitsch, E; Sharp, S; Unwin, L; Whitehead, S; Quail, MA; Achtman, M; Barrell, B; Saunders, NJ; Parkhill, J				Bentley, Stephen D.; Vernikos, George S.; Snyder, Lori A. S.; Churcher, Carol; Arrowsmith, Claire; Chillingworth, Tracey; Cronin, Ann; Davis, Paul H.; Holroyd, Nancy E.; Jagels, Kay; Maddison, Mark; Moule, Sharon; Rabbinowitsch, Ester; Sharp, Sarah; Unwin, Louise; Whitehead, Sally; Quail, Michael A.; Achtman, Mark; Barrell, Bart; Saunders, Nigel J.; Parkhill, Julian			Meningococcal genetic variation mechanisms viewed through comparative analysis of serogroup C strain FAM18	PLOS GENETICS																	Saunders, Nigel J/W-6745-2019; Parkhill, Julian/G-4703-2011; Quail, michael/ABE-6131-2020	Parkhill, Julian/0000-0002-7069-5958; Davis, Paul/0000-0001-5545-0824; Achtman, Mark/0000-0001-6815-0070; Saunders, Nigel/0000-0002-0160-4573; Snyder, Lori/0000-0003-3172-3984													1553-7404					FEB	2007	3	2					230	240	e23	10.1371/journal.pgen.0030023	http://dx.doi.org/10.1371/journal.pgen.0030023								17305430					WOS:000244711700008
J	Joseph, L; Wilke, T; Alpers, D				Joseph, L; Wilke, T; Alpers, D			Independent evolution of migration on the South American landscape in a long-distance temperate-tropical migratory bird, Swainson's flycatcher (Myiarchus swainsoni)	JOURNAL OF BIOGEOGRAPHY																	Wilke, Thomas/G-1517-2012; Joseph, Leo/F-9235-2010	Wilke, Thomas/0000-0001-8263-7758; Joseph, Leo/0000-0001-7564-1978													0305-0270	1365-2699				JUN	2003	30	6					925	937		10.1046/j.1365-2699.2003.00841.x	http://dx.doi.org/10.1046/j.1365-2699.2003.00841.x													WOS:000183203500011
J	Nason, JD; Hamrick, JL				Nason, JD; Hamrick, JL			Reproductive and genetic consequences of forest fragmentation: Two case studies of neotropical canopy trees	JOURNAL OF HEREDITY					AGA Symposium on Genetics of Fragmented Populations	MAY 18, 1996	ATHENS, GA	Amer Genet Assoc																							0022-1503	1465-7333				JUL-AUG	1997	88	4					264	276		10.1093/oxfordjournals.jhered.a023104	http://dx.doi.org/10.1093/oxfordjournals.jhered.a023104													WOS:A1997XP87200003
J	PROBER, SM; BROWN, AHD				PROBER, SM; BROWN, AHD			CONSERVATION OF THE GRASSY WHITE BOX WOODLANDS - POPULATION-GENETICS AND FRAGMENTATION OF EUCALYPTUS-ALBENS	CONSERVATION BIOLOGY																	Prober, Suzanne/G-6465-2010	Prober, Suzanne/0000-0002-6518-239X													0888-8892					DEC	1994	8	4					1003	1013		10.1046/j.1523-1739.1994.08041003.x	http://dx.doi.org/10.1046/j.1523-1739.1994.08041003.x													WOS:A1994PZ55700018
J	BEUKEBOOM, LW; WERREN, JH				BEUKEBOOM, LW; WERREN, JH			POPULATION-GENETICS OF A PARASITIC CHROMOSOME - EXPERIMENTAL-ANALYSIS OF PSR IN SUBDIVIDED POPULATIONS	EVOLUTION																	Beukeboom, Leo W/D-1808-2012	Werren, John/0000-0001-9353-2070													0014-3820					OCT	1992	46	5					1257	1268		10.1111/j.1558-5646.1992.tb01122.x	http://dx.doi.org/10.1111/j.1558-5646.1992.tb01122.x								28568980					WOS:A1992JV37100001
J	Stoeckle, BC; Mueller, M; Nagel, C; Kuehn, R; Geist, J				Stoeckle, Bernhard C.; Mueller, Melanie; Nagel, Christoffer; Kuehn, Ralph; Geist, Juergen			A conservation genetics perspective on supportive breeding: A case study of the common nase (Chondrostoma nasus)	AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS																	Geist, Juergen/C-4933-2008	Geist, Juergen/0000-0001-7698-3443													1052-7613	1099-0755															10.1002/aqc.3863	http://dx.doi.org/10.1002/aqc.3863		AUG 2022											WOS:000842805100001
J	Lu, Y; Chen, JL; Chen, B; Liu, QQ; Zhang, HL; Yang, LY; Chao, Z; Tian, EW				Lu, Yi; Chen, Jianling; Chen, Bing; Liu, Qianqian; Zhang, Hanlin; Yang, Liyuan; Chao, Zhi; Tian, Enwei			High genetic diversity and low population differentiation of a medical plant Ficus hirta Vahl., uncovered by microsatellite loci: implications for conservation and breeding	BMC PLANT BIOLOGY																															1471-2229					JUL 12	2022	22	1							334	10.1186/s12870-022-03734-2	http://dx.doi.org/10.1186/s12870-022-03734-2								35820829					WOS:000824929300002
J	Wang, YC; Zhou, HY; Liu, XQ				Wang, Yu-Cheng; Zhou, Hao-Yang; Liu, Xiu-Qun			Chloroplast Genomic Variation in Euonymus maackii Rupr. and Its Differentiation Time in Euonymus	FORESTS																		Liu, Xiu-Qun/0000-0001-9655-6406														1999-4907				FEB	2022	13	2							265	10.3390/f13020265	http://dx.doi.org/10.3390/f13020265													WOS:000778405900001
J	de Haan, A; Ahmadizar, F; van der Most, PJ; Thio, CHL; Kamali, Z; Ani, A; Ghanbari, M; Chaker, L; van Meurs, J; Ikram, MK; van Goor, H; Bakker, SJL; van der Harst, P; Snieder, H; Kavousi, M; Pasch, A; Eijgelsheim, M; de Borst, MH				de Haan, Amber; Ahmadizar, Fariba; van der Most, Peter J.; Thio, Chris H. L.; Kamali, Zoha; Ani, Alireza; Ghanbari, Mohsen; Chaker, Layal; van Meurs, Joyce; Ikram, M. Kamran; van Goor, Harry; Bakker, Stephan J. L.; van der Harst, Pim; Snieder, Harold; Kavousi, Maryam; Pasch, Andreas; Eijgelsheim, Mark; de Borst, Martin H.			Genetic Determinants of Serum Calcification Propensity and Cardiovascular Outcomes in the General Population	FRONTIERS IN CARDIOVASCULAR MEDICINE																	Ghanbari, Mohsen/AAH-1340-2020	Ghanbari, Mohsen/0000-0002-9476-7143; De Borst, Martin/0000-0002-4127-8733; van Goor, Harry/0000-0002-6670-1577; de Haan, Amber/0000-0003-4228-6927; Ani, Alireza/0000-0002-7868-3118; Kamali, Zoha/0000-0001-6492-5887													2297-055X					JAN 14	2022	8								809717	10.3389/fcvm.2021.809717	http://dx.doi.org/10.3389/fcvm.2021.809717								35097025					WOS:000759113700001
J	Demirci, SNS; Kilic, V; Mutun, S; Kilic, AY				Sanal Demirci, Sumeyra Nur; Kilic, Volkan; Mutun, Serap; Kilic, A. Yavuz			Population genetics and phylogeography of Tabanus bromius (Diptera: Tabanidae)	PARASITES & VECTORS																	Kılıç, Volkan/O-9949-2019; Sanal Demirci, Sumeyra Nur/AAB-4017-2021	Kılıç, Volkan/0000-0003-3535-8013; Sanal Demirci, Sumeyra Nur/0000-0001-8985-2346													1756-3305					SEP 6	2021	14	1							453	10.1186/s13071-021-04970-5	http://dx.doi.org/10.1186/s13071-021-04970-5								34488854					WOS:000693268300005
