PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Brewer, MT; Frenkel, O; Milgroom, MG				Brewer, Marin Talbot; Frenkel, Omer; Milgroom, Michael G.			Linkage Disequilibrium and Spatial Aggregation of Genotypes in Sexually Reproducing Populations of Erysiphe necator	PHYTOPATHOLOGY																															0031-949X	1943-7684				OCT	2012	102	10					997	1005		10.1094/PHYTO-11-11-0321	http://dx.doi.org/10.1094/PHYTO-11-11-0321								22755546					WOS:000309037100009
J	Torri, F; Dinov, ID; Zamanyan, A; Hobel, S; Genco, A; Petrosyan, P; Clark, AP; Liu, ZZ; Eggert, P; Pierce, J; Knowles, JA; Ames, J; Kesselman, C; Toga, AW; Potkin, SG; Vawter, MP; Macciardi, F				Torri, Federica; Dinov, Ivo D.; Zamanyan, Alen; Hobel, Sam; Genco, Alex; Petrosyan, Petros; Clark, Andrew P.; Liu, Zhizhong; Eggert, Paul; Pierce, Jonathan; Knowles, James A.; Ames, Joseph; Kesselman, Carl; Toga, Arthur W.; Potkin, Steven G.; Vawter, Marquis P.; Macciardi, Fabio			Next Generation Sequence Analysis and Computational Genomics Using Graphical Pipeline Workflows	GENES																	Macciardi, Fabio/N-3768-2014	Macciardi, Fabio/0000-0003-0537-4266; Potkin, Steven/0000-0003-1028-1013; Dinov, Ivo/0000-0003-3825-4375; Kesselman, Carl/0000-0003-0917-1562													2073-4425					SEP	2012	3	3					545	575		10.3390/genes3030545	http://dx.doi.org/10.3390/genes3030545								23139896					WOS:000209242400013
J	Puterka, GJ; Hammon, RW; Burd, JD; Peairs, FB; Randolph, TL; Cooper, WR				Puterka, G. J.; Hammon, R. W.; Burd, J. D.; Peairs, F. B.; Randolph, T. L.; Cooper, W. R.			Cyclical Parthenogenetic Reproduction in the Russian Wheat Aphid (Hemiptera: Aphididae) in the United States: Sexual Reproduction and Its Outcome on Biotypic Diversity	JOURNAL OF ECONOMIC ENTOMOLOGY																	Peairs, Frank B./R-5493-2018; Cooper, William R/D-3205-2017; Cooper, William/ABB-1389-2020	Peairs, Frank B./0000-0002-6591-7958; Cooper, William/0000-0001-7983-3627													0022-0493					JUN	2012	105	3					1057	1068		10.1603/EC11338	http://dx.doi.org/10.1603/EC11338								22812148					WOS:000305473500040
J	Cai, XQ; Liu, GH; Song, HQ; Wu, CY; Zou, FC; Yan, HK; Yuan, ZG; Lin, RQ; Zhu, XQ				Cai, X. Q.; Liu, G. H.; Song, H. Q.; Wu, C. Y.; Zou, F. C.; Yan, H. K.; Yuan, Z. G.; Lin, R. Q.; Zhu, X. Q.			Sequences and gene organization of the mitochondrial genomes of the liver flukes Opisthorchis viverrini and Clonorchis sinensis (Trematoda)	PARASITOLOGY RESEARCH																	ZOU, Fengcai/ABE-4598-2021	ZOU, Fengcai/0000-0002-9613-3734													0932-0113	1432-1955				JAN	2012	110	1					235	243		10.1007/s00436-011-2477-2	http://dx.doi.org/10.1007/s00436-011-2477-2								21626421					WOS:000299521000026
J	Jenkins, PA; Song, YS				Jenkins, Paul A.; Song, Yun S.			The effect of recurrent mutation on the frequency spectrum of a segregating site and the age of an allele	THEORETICAL POPULATION BIOLOGY																		Jenkins, Paul/0000-0001-7603-4205													0040-5809	1096-0325				SEP	2011	80	2					158	173		10.1016/j.tpb.2011.04.001	http://dx.doi.org/10.1016/j.tpb.2011.04.001								21550359					WOS:000293765500009
C	Joost, S; Kalbermatten, M		Brovelli, MA; Dragicevic, S; Li, S; Veenendaal, B		Joost, S.; Kalbermatten, M.			GEOME : A WEB-BASED LANDSCAPE GENOMICS GEOCOMPUTATION PLATFORM	WEBMGS 2010: 1ST INTERNATIONAL WORKSHOP ON PERVASIVE WEB MAPPING, GEOPROCESSING AND SERVICES	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				1st International Workshop on Pervasive Web Mapping, Geoprocessing and Services (WebMGS)	AUG 26-27, 2010	Como, ITALY	Int Soc Photogrammetry & Remote Sensing									Joost, Stéphane/B-4152-2010	Joost, Stéphane/0000-0002-1184-7501													2194-9034						2010	38-4	W13																						WOS:000358303400008
J	Delprat, A; Negre, B; Puig, M; Ruiz, A				Delprat, Alejandra; Negre, Barbara; Puig, Marta; Ruiz, Alfredo			The Transposon Galileo Generates Natural Chromosomal Inversions in Drosophila by Ectopic Recombination	PLOS ONE																	Negre, Barbara/F-2540-2013; Obeaga, Alejandra Delprat/AAE-6301-2021; Delprat Obeaga, Alejandra/F-8007-2016; Ruiz, Alfredo/AAB-2759-2019; Ruiz, Alfredo/ABH-2402-2020; Puig, Marta/F-7885-2016	Negre, Barbara/0000-0002-7333-3979; Delprat Obeaga, Alejandra/0000-0002-5187-802X; Puig, Marta/0000-0002-4439-6372													1932-6203					NOV 18	2009	4	11							e7883	10.1371/journal.pone.0007883	http://dx.doi.org/10.1371/journal.pone.0007883								19936241					WOS:000271936700016
J	Shimizu-Inatsugi, R; Lihova, J; Iwanaga, H; Kudoh, H; Marhold, K; Savolainen, O; Watanabe, K; Yakubov, VV; Shimizu, KK				Shimizu-Inatsugi, Rie; Lihova, Judita; Iwanaga, Hiroko; Kudoh, Hiroshi; Marhold, Karol; Savolainen, Outi; Watanabe, Kuniaki; Yakubov, Valentin V.; Shimizu, Kentaro K.			The allopolyploid Arabidopsis kamchatica originated from multiple individuals of Arabidopsis lyrata and Arabidopsis halleri	MOLECULAR ECOLOGY																	Marhold, Karol/B-4699-2011; Zozomova-Lihova, Judita/B-5011-2011; Zozomova-Lihova, Judita/P-3151-2019; Kudoh, Hiroshi/AAF-9497-2019	Marhold, Karol/0000-0002-7658-0844; Zozomova-Lihova, Judita/0000-0002-8950-6643; Zozomova-Lihova, Judita/0000-0002-8950-6643; Kudoh, Hiroshi/0000-0001-9777-4886; Shimizu Inatsugi, Rie/0000-0002-9899-591X; Shimizu, Kentaro K./0000-0002-6483-1781													0962-1083	1365-294X				OCT	2009	18	19					4024	4048		10.1111/j.1365-294X.2009.04329.x	http://dx.doi.org/10.1111/j.1365-294X.2009.04329.x								19754506					WOS:000270079100008
J	Matern, A; Desender, K; Drees, C; Gaublomme, E; Paill, WG; Assmann, T				Matern, Andrea; Desender, Konjev; Drees, Claudia; Gaublomme, Eva; Paill, Wolfgang; Assmann, Thorsten			Genetic diversity and population structure of the endangered insect species Carabus variolosus in its western distribution range: Implications for conservation	CONSERVATION GENETICS																	Assmann, Thorsten/Q-9304-2017; Drees, Claudia/D-9353-2017	Assmann, Thorsten/0000-0002-9203-769X; Drees, Claudia/0000-0003-2743-395X													1566-0621	1572-9737				APR	2009	10	2					391	405		10.1007/s10592-008-9606-1	http://dx.doi.org/10.1007/s10592-008-9606-1													WOS:000263869100012
J	Antoun, A; Jobson, S; Cook, M; Moss, P; Briggs, D				Antoun, A.; Jobson, S.; Cook, M.; Moss, P.; Briggs, D.			Ethnic variability in human leukocyte antigen-E haplotypes	TISSUE ANTIGENS																	ANTOUN, AYMAN/F-5778-2010; Moss, Paul/D-1728-2009	Moss, Paul/0000-0002-6895-1967; Briggs, David/0000-0002-6796-7086; Cook, Mark/0000-0001-8647-9208; Antoun Reyad, Ayman Samir Chawki/0000-0003-0657-4606													0001-2815					JAN	2009	73	1					39	45		10.1111/j.1399-0039.2008.01170.x	http://dx.doi.org/10.1111/j.1399-0039.2008.01170.x								19140831					WOS:000261983600005
J	Cipriani, G; Marrazzo, MT; Di Gaspero, G; Pfeiffer, A; Morgante, M; Testolin, R				Cipriani, Guido; Marrazzo, Maria Teresa; Di Gaspero, Gabriele; Pfeiffer, Antonella; Morgante, Michele; Testolin, Raffaele			A set of microsatellite markers with long core repeat optimized for grape (Vitis spp.) genotyping	BMC PLANT BIOLOGY																	Testolin, Raffaele/J-5306-2019; Di Gaspero, Gabriele/AAF-2982-2020	di gaspero, gabriele/0000-0001-5810-2163; MORGANTE, Michele/0000-0003-2591-2156													1471-2229					DEC 16	2008	8								127	10.1186/1471-2229-8-127	http://dx.doi.org/10.1186/1471-2229-8-127								19087321					WOS:000263233900002
J	Whiteman, NK				Whiteman, Noah K.			Between a whale bone and the deep blue sea: the provenance of dwarf males in whale bone-eating tubeworms	MOLECULAR ECOLOGY																		Whiteman, Noah/0000-0003-1448-4678													0962-1083	1365-294X				OCT	2008	17	20					4395	4397		10.1111/j.1365-294X.2008.03938.x	http://dx.doi.org/10.1111/j.1365-294X.2008.03938.x								18986491					WOS:000259953500001
J	Tomozawa, M; Suzuki, H				Tomozawa, Morihiko; Suzuki, Hitoshi			A trend of central versus peripheral structuring in mitochondrial and nuclear gene sequences of the Japanese wood mouse, Apodemus speciosus	ZOOLOGICAL SCIENCE																	Suzuki, Hitoshi/F-8539-2012	Suzuki, Hitoshi/0000-0003-4426-385X													0289-0003					MAR	2008	25	3					273	285		10.2108/zsj.25.273	http://dx.doi.org/10.2108/zsj.25.273								18393564					WOS:000257418200006
J	Zhan, J; Fitt, BDL; Pinnschmidt, HO; Oxley, SJP; Newton, AC				Zhan, J.; Fitt, B. D. L.; Pinnschmidt, H. O.; Oxley, S. J. P.; Newton, A. C.			Resistance, epidemiology and sustainable management of Rhynchosporium secalis populations on barley	PLANT PATHOLOGY																	Newton, Adrian C/H-4452-2011	Newton, Adrian C/0000-0003-0303-6706; Bruce D. L., Fitt/0000-0003-3981-6456													0032-0862	1365-3059				FEB	2008	57	1					1	14		10.1111/j.1365-3059.2007.01691.x	http://dx.doi.org/10.1111/j.1365-3059.2007.01691.x													WOS:000252448000001
J	Fahselt, D				Fahselt, Dianne			Is transplanting an effective means of preserving vegetation?	CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE																															0008-4026					OCT	2007	85	10					1007	1017		10.1139/B07-087	http://dx.doi.org/10.1139/B07-087													WOS:000252310000013
J	Machado, CA; Haselkorn, TS; Noor, MAF				Machado, Carlos A.; Haselkorn, Tamara S.; Noor, Mohamed A. F.			Evaluation of the genomic extent of effects of fixed inversion differences on intraspecific variation and interspecific gene flow in Drosophila pseudoobscura and D-persimilis	GENETICS																	Machado, Carlos A/B-8855-2009	Machado, Carlos A/0000-0003-1546-7415; Noor, Mohamed/0000-0002-5400-4408													0016-6731					MAR	2007	175	3					1289	1306		10.1534/genetics.106.064758	http://dx.doi.org/10.1534/genetics.106.064758								17179068					WOS:000245590600027
J	Kim, KS; Cano-Rios, P; Sappington, TW				Kim, Kyung Seok; Cano-Rios, Pedro; Sappington, Thomas W.			Using genetic markers and population assignment techniques to infer origin of boll weevils (Coleoptera : Curculionidae) unexpectedly captured near an eradication zone in Mexico	ENVIRONMENTAL ENTOMOLOGY																															0046-225X	1938-2936				AUG	2006	35	4					813	826		10.1603/0046-225X-35.4.813	http://dx.doi.org/10.1603/0046-225X-35.4.813													WOS:000239524600001
J	Novick, RR; Dick, CW; Lemes, MR; Navarro, C; Caccone, A; Bermingham, E				Novick, RR; Dick, CW; Lemes, MR; Navarro, C; Caccone, A; Bermingham, E			Genetic structure of Mesoamerican populations of Big-leaf mahogany (Swietenia macrophylla) inferred from microsatellite analysis	MOLECULAR ECOLOGY																	Lemes, Maristerra/AAO-4299-2021; Caccone, Adalgisa/AAE-4238-2021	Caccone, Adalgisa/0000-0002-8949-9260													0962-1083	1365-294X				NOV	2003	12	11					2885	2893		10.1046/j.1365-294X.2003.01951.x	http://dx.doi.org/10.1046/j.1365-294X.2003.01951.x								14629370					WOS:000186076800003
J	Kong, F; Martin, D; James, G; Gilbert, GL				Kong, F; Martin, D; James, G; Gilbert, GL			Towards a genotyping system for Streptococcus agalactiae (group B streptococcus): use of mobile genetic elements in Australasian invasive isolates	JOURNAL OF MEDICAL MICROBIOLOGY																	Gilbert, Gwendolyn/B-7733-2013	Gilbert, Gwendolyn/0000-0001-7490-6727													0022-2615					APR	2003	52	4					337	344		10.1099/jmm.0.05067-0	http://dx.doi.org/10.1099/jmm.0.05067-0								12676873					WOS:000182547700010
J	Miller, LM; Senanan, W				Miller, LM; Senanan, W			A review of northern pike population genetics research and its implications for management	NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT																	senanan, wansuk/AAE-5020-2022; senanan, wansuk/AAC-4098-2020	Miller, Loren/0000-0002-5482-2152													0275-5947	1548-8675				FEB	2003	23	1					297	306		10.1577/1548-8675(2003)023<0297:ARONPP>2.0.CO;2	http://dx.doi.org/10.1577/1548-8675(2003)023<0297:ARONPP>2.0.CO;2													WOS:000181587400029
