PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Skroblin, A; Cockburn, A; Legge, S				Skroblin, Anja; Cockburn, Andrew; Legge, Sarah			The population genetics of the western purple-crowned fairy-wren (Malurus coronatus coronatus), a declining riparian passerine	AUSTRALIAN JOURNAL OF ZOOLOGY																	Legge, Sarah/AAB-7229-2019; Cockburn, Andrew/A-4864-2008	Legge, Sarah/0000-0001-6968-2781; 													0004-959X	1446-5698					2014	62	3					251	259		10.1071/ZO13087	http://dx.doi.org/10.1071/ZO13087													WOS:000340845400009
J	Mwanja, MT; Muwanika, V; Masembe, C; Nyakaana, S; Mwanja, WW				Mwanja, Matthew Tenywa; Muwanika, Vincent; Masembe, Charles; Nyakaana, Sylvester; Mwanja, Wilson Waiswa			Evolutionary history of Nile perch Lates sp inferred from mitochondrial DNA variation analyses	ZOOLOGICAL STUDIES																	Muwanika, Vincent/GQH-5983-2022; Muwanika, Vincent/AGP-2612-2022	Nyakaana, Silvester/0000-0002-8159-8416													1021-5506	1810-522X				DEC	2013	52								59	10.1186/1810-522X-52-59	http://dx.doi.org/10.1186/1810-522X-52-59													WOS:000330219300010
J	Wang, YH; Fu, DK; Xia, JJ				Wang, Yanhong; Fu, Dingkun; Xia, Jianjun			The genetic diversity of the noble scallop (Chlamys nobilis, Reeve 1852) in China assessed using five microsatellite markers	MARINE GENOMICS																		Fu, Dingkun/0000-0003-1514-224X													1874-7787					MAR	2013	9						63	67		10.1016/j.margen.2012.06.003	http://dx.doi.org/10.1016/j.margen.2012.06.003								23904061					WOS:000316041500008
J	Tibayrenc, M; Ayala, FJ				Tibayrenc, Michel; Ayala, Francisco J.			Reproductive clonality of pathogens: A perspective on pathogenic viruses, bacteria, fungi, and parasitic protozoa	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																	Tibayrenc, Michel/AAY-7494-2021														0027-8424					NOV 27	2012	109	48					E3305	E3313		10.1073/pnas.1212452109	http://dx.doi.org/10.1073/pnas.1212452109								22949662					WOS:000312313900008
J	Chen, GB; Rubinstein, B; Li, R				Chen, Guangbo; Rubinstein, Boris; Li, Rong			Whole chromosome aneuploidy: Big mutations drive adaptation by phenotypic leap	BIOESSAYS																															0265-9247	1521-1878				OCT	2012	34	10					893	900		10.1002/bies.201200069	http://dx.doi.org/10.1002/bies.201200069								22926916					WOS:000308712600017
J	Cumagun, CJR; Vargas, MLDV; Alviar, AN				Cumagun, Christian Joseph R.; Vargas, Ma. Leizel D. V.; Alviar, April N.			Evaluation of greenhouse and field aggressiveness of Fusarium verticillioides from corn in Laguna province, Philippines	AFRICAN JOURNAL OF AGRICULTURAL RESEARCH																															1991-637X					DEC 26	2011	6	32					6586	6591		10.5897/AJAR10.1128	http://dx.doi.org/10.5897/AJAR10.1128													WOS:000299053300002
J	Thurin, N; Aron, S				Thurin, N.; Aron, S.			No reversion to single mating in a socially parasitic ant	JOURNAL OF EVOLUTIONARY BIOLOGY																															1010-061X	1420-9101				MAY	2011	24	5					1128	1134		10.1111/j.1420-9101.2011.02246.x	http://dx.doi.org/10.1111/j.1420-9101.2011.02246.x								21342303					WOS:000289692700019
J	Panichareon, B; Taweechue, K; Thongnoppakhun, W; Aksornworanart, M; Pithukpakorn, M; Yenchitsomanus, PT; Limwongse, C; Limjindaporn, T				Panichareon, Benjaporn; Taweechue, Krailerk; Thongnoppakhun, Wanna; Aksornworanart, Monthikan; Pithukpakorn, Manop; Yenchitsomanus, Pa-thai; Limwongse, Chanin; Limjindaporn, Thawornchai			Six novel ATP7B mutations in Thai patients with Wilson disease	EUROPEAN JOURNAL OF MEDICAL GENETICS																	Pithukpakorn, Manop/K-9825-2013	Pithukpakorn, Manop/0000-0003-3611-5718													1769-7212					MAR-APR	2011	54	2					103	107		10.1016/j.ejmg.2010.10.008	http://dx.doi.org/10.1016/j.ejmg.2010.10.008								21034864					WOS:000293744000001
J	Maestri, E; Marmiroli, N				Maestri, Elena; Marmiroli, Nelson			TRANSGENIC PLANTS FOR PHYTOREMEDIATION	INTERNATIONAL JOURNAL OF PHYTOREMEDIATION					6th International Phytotechnologies Conference	DEC, 2009	Int Phytotechnol Soc, St Louis, MO		Int Phytotechnol Soc								Maestri, Elena/G-9031-2011	Maestri, Elena/0000-0002-8745-9564													1522-6514	1549-7879					2011	13			1	SI		264	279		10.1080/15226514.2011.568549	http://dx.doi.org/10.1080/15226514.2011.568549								22046764					WOS:000299432300018
J	Jinam, TA; Saitou, N; Edo, J; Mahmood, A; Phipps, ME				Jinam, T. A.; Saitou, N.; Edo, J.; Mahmood, A.; Phipps, M. E.			Molecular analysis of HLA Class I and Class II genes in four indigenous Malaysian populations	TISSUE ANTIGENS																	Phipps, Maude/F-7590-2012; EDO, JULI A/L EDO/B-8721-2010	Phipps, Maude/0000-0001-8314-068X; Jinam, Timothy/0000-0003-4757-096X													0001-2815	1399-0039				FEB	2010	75	2					151	158		10.1111/j.1399-0039.2009.01417.x	http://dx.doi.org/10.1111/j.1399-0039.2009.01417.x								20003135					WOS:000273478200006
