PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
S	Etter, PD; Bassham, S; Hohenlohe, PA; Johnson, EA; Cresko, WA		Orgogozo, V; Rockman, MV		Etter, Paul D.; Bassham, Susan; Hohenlohe, Paul A.; Johnson, Eric A.; Cresko, William A.			SNP Discovery and Genotyping for Evolutionary Genetics Using RAD Sequencing	MOLECULAR METHODS FOR EVOLUTIONARY GENETICS	Methods in Molecular Biology																Hohenlohe, Paul/AAE-7744-2019; Cresko, William/H-4010-2014	Hohenlohe, Paul/0000-0002-7616-0161; Johnson, Eric/0000-0003-1037-4228; Cresko, William/0000-0002-3496-8074													1064-3745	1940-6029	978-1-61779-228-1; 978-1-61779-227-4				2011	772						157	178		10.1007/978-1-61779-228-1_9	http://dx.doi.org/10.1007/978-1-61779-228-1_9	10.1007/978-1-61779-228-1							22065437					WOS:000321876000010
J	Caballero-Villalobos, L; Silva-Arias, GA; Turchetto, C; Giudicelli, GC; Petzold, E; Bombarely, A; Freitas, LB				Caballero-Villalobos, Lina; Silva-Arias, Gustavo A.; Turchetto, Caroline; Giudicelli, Giovanna C.; Petzold, Earl; Bombarely, Aureliano; Freitas, Loreta B.			Neutral and adaptive genomic variation in hybrid zones of two ecologically diverged Petunia species (Solanaceae)	BOTANICAL JOURNAL OF THE LINNEAN SOCIETY																	Bombarely, Aureliano/C-6580-2009; Turchetto, Caroline/I-4202-2015; Silva-Arias, Gustavo Adolfo/K-9718-2015; Giudicelli, Giovanna/AAV-6665-2020; Freitas, Loreta B/E-7366-2010	Bombarely, Aureliano/0000-0001-6257-8914; Silva-Arias, Gustavo Adolfo/0000-0002-7114-9916; Giudicelli, Giovanna/0000-0003-4548-5737; Freitas, Loreta B/0000-0002-0728-4945; Caballero-Villalobos, Lina/0000-0001-6686-8732													0024-4074	1095-8339				MAY	2021	196	1					100	122		10.1093/botlinnean/boaa091	http://dx.doi.org/10.1093/botlinnean/boaa091													WOS:000647099400005
J	Bose, I				Bose, Indrani			Emergent phenomena in living systems: A statistical mechanical perspective	JOURNAL OF BIOSCIENCES																															0250-5991	0973-7138				APR 11	2022	47	2							22	10.1007/s12038-021-00247-2	http://dx.doi.org/10.1007/s12038-021-00247-2								36210747					WOS:000779950700001
J	Tang, JM; Song, LL; Nie, LF; Li, F				Tang, Jia-Min; Song, Lu-Lin; Nie, Lin-Feng; Li, Fen			Molecular characterization of Trichuris ovis from goats in hunan province of China	THAI JOURNAL OF VETERINARY MEDICINE																															0125-6491					SEP	2018	48	3					471	477																WOS:000448683300017
J	Gasser, RB; Jabbar, A; Mohandas, N; Schnyder, M; Deplazes, P; Littlewood, DTJ; Jex, AR				Gasser, Robin B.; Jabbar, Abdul; Mohandas, Namitha; Schnyder, Manuela; Deplazes, Peter; Littlewood, D. Timothy J.; Jex, Aaron R.			Mitochondrial genome of Angiostrongylus vasorum: Comparison with congeners and implications for studying the population genetics and epidemiology of this parasite	INFECTION GENETICS AND EVOLUTION																	Jabbar, Abdul/F-8584-2013; Gasser, Robin/ABH-6185-2020; Littlewood, Tim/B-5230-2008; Jex, Aaron/AGZ-7897-2022; Schnyder, Manuela/J-3188-2015	Jabbar, Abdul/0000-0001-8888-0046; Gasser, Robin/0000-0002-4423-1690; Littlewood, Tim/0000-0002-2718-4001; Jex, Aaron/0000-0002-1285-7947; Mohandas, Namitha/0000-0002-8743-8384; Schnyder, Manuela/0000-0002-6523-7952													1567-1348	1567-7257				DEC	2012	12	8					1884	1891		10.1016/j.meegid.2012.07.022	http://dx.doi.org/10.1016/j.meegid.2012.07.022								22922297					WOS:000312429000037
J	Frank, SA				Frank, S. A.			Natural selection. IV. The Price equation	JOURNAL OF EVOLUTIONARY BIOLOGY																		Frank, Steven/0000-0001-7348-7794													1010-061X	1420-9101				JUN	2012	25	6					1002	1019		10.1111/j.1420-9101.2012.02498.x	http://dx.doi.org/10.1111/j.1420-9101.2012.02498.x								22487312					WOS:000304033000001
J	Nishizawa, H; Okuyama, J; Kobayashi, M; Abe, O; Arai, N				Nishizawa, Hideaki; Okuyama, Junichi; Kobayashi, Masato; Abe, Osamu; Arai, Nobuaki			Comparative Phylogeny and Historical Perspectives on Population Genetics of the Pacific Hawksbill (Eretmochelys imbricata) and Green Turtles (Chelonia mydas), Inferred from Feeding Populations in the Yaeyama Islands, Japan	ZOOLOGICAL SCIENCE																		Okuyama, Junichi/0000-0002-9993-6030													0289-0003					JAN	2010	27	1					14	18		10.2108/zsj.27.14	http://dx.doi.org/10.2108/zsj.27.14								20064003					WOS:000273209300003
J	Schwanz, LE; Bragg, JG; Charnov, EL				Schwanz, Lisa E.; Bragg, Jason G.; Charnov, Eric L.			Maternal condition and facultative sex ratios in populations with overlapping generations	AMERICAN NATURALIST																	Bragg, Jason/P-7675-2019; Bragg, Jason/R-5611-2016; Bragg, Jason G/A-4473-2012	Bragg, Jason/0000-0002-7621-7295; Bragg, Jason/0000-0002-7621-7295; Bragg, Jason G/0000-0003-0093-4981													0003-0147	1537-5323				OCT	2006	168	4					521	530		10.1086/507993	http://dx.doi.org/10.1086/507993								17004223					WOS:000240855500008
J	Levin, BR				Levin, BR			Models for the spread of resistant pathogens	NETHERLANDS JOURNAL OF MEDICINE					13th SB Kurhaus Workshop on Infectious Diseases	OCT 06, 2000	SCHEVENINGEN, NETHERLANDS																								0300-2977	1872-9061				AUG	2002	60	7		S			58	64											12430592					WOS:000179317600013
J	Zhou, Y; Yu, BY; Zhao, JC; Wang, F; Wang, ZW; Dong, BJ; Yang, BT				Zhou, Yu; Yu, Boyang; Zhao, Jichuan; Wang, Fang; Wang, Zhenwei; Dong, Bingjun; Yang, Baotian			Mitogenomic Conservation Genetics of the Critically Endangered Liaoning Clawed Salamander	ASIAN HERPETOLOGICAL RESEARCH																	Zhou, Yu/K-2889-2015	Zhou, Yu/0000-0003-3079-7703													2095-0357						2021	12	4					337	+		10.16373/j.cnki.ahr.2000126	http://dx.doi.org/10.16373/j.cnki.ahr.2000126													WOS:000754520900002
