PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Legg, JP; Sseruwagi, P; Boniface, S; Okao-Okuja, G; Shirima, R; Bigirimana, S; Gashaka, G; Herrmann, HW; Jeremiah, S; Obiero, H; Ndyetabula, I; Tata-Hangy, W; Masembe, C; Brown, JK				Legg, James P.; Sseruwagi, Peter; Boniface, Simon; Okao-Okuja, Geoffrey; Shirima, Rudolph; Bigirimana, Simon; Gashaka, Gervais; Herrmann, Hans-Werner; Jeremiah, Simon; Obiero, Hannington; Ndyetabula, Innocent; Tata-Hangy, Willy; Masembe, Charles; Brown, Judith K.			Spatio-temporal patterns of genetic change amongst populations of cassava Bemisia tabaci whiteflies driving virus pandemics in East and Central Africa	VIRUS RESEARCH																	Fereres, Alberto/G-6542-2012	Fereres, Alberto/0000-0001-6012-3270													0168-1702	1872-7492				JUN 24	2014	186				SI		61	75		10.1016/j.virusres.2013.11.018	http://dx.doi.org/10.1016/j.virusres.2013.11.018								24291251					WOS:000338619500008
J	Rey, D; Fernandez-Honrado, M; Areces, C; Algora, M; Abd-El-Fatah-Khalil, S; Enriquez-de-Salamanca, M; Coca, C; Arribas, I; Arnaiz-Villena, A				Rey, Diego; Fernandez-Honrado, Mercedes; Areces, Cristina; Algora, Manuel; Abd-El-Fatah-Khalil, Sedeka; Enriquez-de-Salamanca, Mercedes; Coca, Carmen; Arribas, Ignacio; Arnaiz-Villena, Antonio			Amerindians show no association of PC-1 gene Gln121 allele and obesity: a thrifty gene population genetics	MOLECULAR BIOLOGY REPORTS																															0301-4851	1573-4978				JUL	2012	39	7					7687	7693		10.1007/s11033-012-1604-1	http://dx.doi.org/10.1007/s11033-012-1604-1								22327785					WOS:000304404600052
J	Weber, LI; Hawkins, LI				Weber, LI; Hawkins, LI			Allozymic differentiation among geographically distant populations of Patella vulgata (Mollusca, Patellogastropoda)	HYDROBIOLOGIA																															0018-8158					JAN	2006	553						267	275		10.1007/s10750-005-1179-0	http://dx.doi.org/10.1007/s10750-005-1179-0													WOS:000233730900020
J	Hamm, DE; Burton, RS				Hamm, DE; Burton, RS			Population genetics of black abalone, Haliotis cracherodii, along the central California coast	JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY																	Burton, R/F-7694-2010	Burton, R/0000-0002-6995-5329													0022-0981	1879-1697				NOV 20	2000	254	2					235	247		10.1016/S0022-0981(00)00283-5	http://dx.doi.org/10.1016/S0022-0981(00)00283-5								11077063					WOS:000165549200007
J	Espinasa, L; Smith, DM; Lindquist, JM				Espinasa, Luis; Smith, Drake M.; Lindquist, Julianna M.			The Pennsylvania grotto sculpin: population genetics	SUBTERRANEAN BIOLOGY																															1768-1448	1314-2615				APR 12	2021	38						47	63		10.3897/subtbiol.38.60865	http://dx.doi.org/10.3897/subtbiol.38.60865													WOS:000640264500002
J	Dribnokhodova, OP; Mironov, KO; Korchagin, VI; Dunaeva, EA; Akselrod, EV; Titkov, AV; Platonov, AE; Shipulin, GA				Dribnokhodova, O. P.; Mironov, K. O.; Korchagin, V. I.; Dunaeva, E. A.; Akselrod, E. V.; Titkov, A. V.; Platonov, A. E.; Shipulin, G. A.			Characterization of 48 Polymorphic Loci as Potential Markers for the Risk of Ischemic Stroke	RUSSIAN JOURNAL OF GENETICS																	Shipulin, German A/J-1167-2014; Platonov, Alexander E/I-4906-2014; Dribnokhodova, Olga P/I-4645-2014; Korchagin, Vitaly/B-8635-2011	Shipulin, German A/0000-0002-3668-6601; Dribnokhodova, Olga P/0000-0003-4918-4907; Platonov, Alexander/0000-0001-7450-0081; Korchagin, Vitaly/0000-0003-2264-6294; Mironov, Konstantin/0000-0001-8207-9215													1022-7954	1608-3369				JUN	2017	53	6					698	702		10.1134/S1022795417060047	http://dx.doi.org/10.1134/S1022795417060047													WOS:000405829700008
J	Runciman, WG				Runciman, W. G.			Forgetting the founders	SOCIOLOGICAL REVIEW																															0038-0261	1467-954X				AUG	2008	56	3					358	369		10.1111/j.1467-954X.2008.00794.x	http://dx.doi.org/10.1111/j.1467-954X.2008.00794.x													WOS:000258078000002
J	Masiga, DK; Ndung'u, K; Tweedie, A; Tait, A; Turner, CMR				Masiga, Daniel K.; Ndung'u, Kariuki; Tweedie, Alison; Tait, Andrew; Turner, C. Michael R.			Trypanosoma evansi: Genetic variability detected using amplified restriction fragment length polymorphism (AFLP) and random amplified polymorphic DNA (RAPD) analysis of Kenyan isolates	EXPERIMENTAL PARASITOLOGY																		Masiga, Daniel/0000-0001-7513-0887													0014-4894	1090-2449				NOV	2006	114	3					147	153		10.1016/j.exppara.2006.03.002	http://dx.doi.org/10.1016/j.exppara.2006.03.002								16624308					WOS:000241790500003
J	Puniyani, A; Liberman, U; Feldman, MW				Puniyani, A; Liberman, U; Feldman, MW			On the meaning of non-epistatic selection	THEORETICAL POPULATION BIOLOGY																															0040-5809	1096-0325				DEC	2004	66	4					317	321		10.1016/j.tpb.2004.05.001	http://dx.doi.org/10.1016/j.tpb.2004.05.001								15560910					WOS:000225649600004
J	Skipper, L; Wilkes, K; Toft, M; Baker, M; Lincoln, S; Hulihan, M; Ross, OA; Hutton, M; Aasly, J; Farrer, M				Skipper, L; Wilkes, K; Toft, M; Baker, M; Lincoln, S; Hulihan, M; Ross, OA; Hutton, M; Aasly, J; Farrer, M			Linkage disequilibrium and association of MAPT H1 in Parkinson disease	AMERICAN JOURNAL OF HUMAN GENETICS																	Toft, Mathias/AAY-5212-2021; Ross, Owen/D-7573-2013	Farrer, Matthew/0000-0003-1159-5321; Toft, Mathias/0000-0002-6723-6865; Ross, Owen/0000-0003-4813-756X; Skipper, Lisa/0000-0002-1524-9787													0002-9297	1537-6605				OCT	2004	75	4					669	677		10.1086/424492	http://dx.doi.org/10.1086/424492								15297935					WOS:000223634100013
