PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Wilson, AW; Wickett, NJ; Grabowski, P; Fant, J; Borevitz, J; Mueller, GM				Wilson, Andrew W.; Wickett, Norman J.; Grabowski, Paul; Fant, Jeremie; Borevitz, Justin; Mueller, Gregory M.			Examining the efficacy of a genotyping-by-sequencing technique for population genetic analysis of the mushroom Laccaria bicolor and evaluating whether a reference genome is necessary to assess homology	MYCOLOGIA																	Wilson, Andrew/AAE-9363-2022; Wilson, Andrew/AFD-8298-2022; Borevitz, Justin/B-5423-2012; Wickett, Norman/AAV-8136-2021; Fant, Jeremie B/AAA-4962-2019	Borevitz, Justin/0000-0001-8408-3699; Wickett, Norman/0000-0003-0944-1956; Fant, Jeremie B/0000-0001-9276-1111													0027-5514	1557-2536				JAN-FEB	2015	107	1					217	226		10.3852/13-278	http://dx.doi.org/10.3852/13-278								25361831					WOS:000348633700019
J	Kaczensky, P; Kuehn, R; Lhagvasuren, B; Pietsch, S; Yang, WK; Walzer, C				Kaczensky, Petra; Kuehn, Ralph; Lhagvasuren, Badamjav; Pietsch, Stephanie; Yang, Weikang; Walzer, Chris			Connectivity of the Asiatic wild ass population in the Mongolian Gobi	BIOLOGICAL CONSERVATION																		Walzer, Chris/0000-0002-0437-5147; Kuehn, Ralph/0000-0001-9518-0590; Kaczensky, Petra/0000-0001-5428-1176													0006-3207	1873-2917				FEB	2011	144	2					920	929		10.1016/j.biocon.2010.12.013	http://dx.doi.org/10.1016/j.biocon.2010.12.013								21461051					WOS:000287897100033
J	Keresztury, L; Rajczy, K; Tauszik, T; Gyodi, E; Petranyi, GG; Falus, A				Keresztury, L; Rajczy, K; Tauszik, T; Gyodi, E; Petranyi, GG; Falus, A			DNA typing revealing high HLA-Cw polymorphism completes availability of major histocompatibility complex loci in forensic medicine	AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY																		Falus, Andras/0000-0002-6843-6789													0195-7910					MAR	2003	24	1					70	75											12605002					WOS:000181246700013
J	Franssen, SU; Sanders, MJ; Berriman, M; Petersen, CA; Cotton, JA				Franssen, Susanne U.; Sanders, Mandy J.; Berriman, Matt; Petersen, Christine A.; Cotton, James A.			Geographic Origin and Vertical Transmission of Leishmania infantum Parasites in Hunting Hounds, United States	EMERGING INFECTIOUS DISEASES																															1080-6040	1080-6059				JUN	2022	28	6					1211	1223		10.3201/eid2806.211746	http://dx.doi.org/10.3201/eid2806.211746								35608628					WOS:000814354200014
J	Shan, MA; Borsting, C; Morling, N				Shan, Muhammad Adnan; Borsting, Claus; Morling, Niels			Forensic application and genetic diversity of 21 autosomal STR loci in five major population groups of Pakistan	INTERNATIONAL JOURNAL OF LEGAL MEDICINE																		Borsting, Claus/0000-0003-0421-7429; Morling, Niels/0000-0002-9463-5087													0937-9827	1437-1596				MAY	2021	135	3					775	777		10.1007/s00414-020-02393-y	http://dx.doi.org/10.1007/s00414-020-02393-y		SEP 2020						32979087					WOS:000572857400001
J	Pantoja-Torres, JA; Barquera, R; Ballesteros-Romero, M; Bravo-Acevedo, A; Arrieta-Bolanos, E; Montiel-Hernandez, GD; Clayton, S; Rodriguez-Rodriguez, LI; Hernandez-Zaragoza, DI; Gone-Vazquez, I; Escobedo-Ruiz, A; Garcia-Arias, VE; Arellano-Prado, FP; Rodriguez-Lopez, ME; Sanchez-Fernandez, MGD; Sandoval-Sandoval, MJ; Gomez-Navarro, B; Zuniga, J; Yunis, EJ; Bekker-Mendez, C; Granados, J				Arturo Pantoja-Torres, Jorge; Barquera, Rodrigo; Ballesteros-Romero, Monica; Bravo-Acevedo, Alicia; Arrieta-Bolanos, Esteban; Daniel Montiel-Hernandez, Gustavo; Clayton, Stephen; Iris Rodriguez-Rodriguez, Lidia; Iraiz Hernandez-Zaragoza, Diana; Gone-Vazquez, Isis; Escobedo-Ruiz, Araceli; Eduardo Garcia-Arias, Victor; Paulina Arellano-Prado, Francia; Estefania Rodriguez-Lopez, Marla; de Jesus Sanchez-Fernandez, Maria Guadalupe; Sandoval-Sandoval, Mario J.; Gomez-Navarro, Benjamin; Zuniga, Joaquin; Yunis, Edmond J.; Bekker-Mendez, Carolina; Granados, Julio			Genetic diversity of HLA system in three populations from Guanajuato, Mexico: Guanajuato City, Leon and rural Guanajuato	HUMAN IMMUNOLOGY																	; , Esteban/N-6641-2018	Barquera, Rodrigo/0000-0003-0518-4518; Montiel Hernandez, Gustavo Daniel/0000-0002-7883-4692; Bekker Mendez, Vilma Carolina/0000-0002-6161-1425; Zuniga, Joaquin/0000-0002-7143-0281; , Esteban/0000-0002-3696-5803; Hernandez Zaragoza, Diana Iraiz/0000-0002-4010-9743													0198-8859	1879-1166				SEP	2020	81	9					510	512		10.1016/j.humimm.2019.06.002	http://dx.doi.org/10.1016/j.humimm.2019.06.002								31204089					WOS:000571212800001
J	Gao, CY; Cecconi, F; Vulpiani, A; Zhou, HJ; Aurell, E				Gao, Chen-Yi; Cecconi, Fabio; Vulpiani, Angelo; Zhou, Hai-Jun; Aurell, Erik			DCA for genome-wide epistasis analysis: the statistical genetics perspective	PHYSICAL BIOLOGY																	Zhou, Hai-Jun/A-9804-2009; Cecconi, Fabio/B-3777-2009	Zhou, Hai-Jun/0000-0003-4228-4438; Cecconi, Fabio/0000-0001-8351-248X													1478-3967	1478-3975				MAR	2019	16	2							026002	10.1088/1478-3975/aafbe0	http://dx.doi.org/10.1088/1478-3975/aafbe0								30605896					WOS:000457186800001
J	Parsons, TL; Lambert, A; Day, T; Gandon, S				Parsons, Todd L.; Lambert, Amaury; Day, Troy; Gandon, Sylvain			Pathogen evolution in finite populations: slow and steady spreads the best	JOURNAL OF THE ROYAL SOCIETY INTERFACE																	GANDON, Sylvain/AHC-0976-2022	GANDON, Sylvain/0000-0003-2624-7856													1742-5689	1742-5662				OCT	2018	15	147							20180135	10.1098/rsif.2018.0135	http://dx.doi.org/10.1098/rsif.2018.0135								30282758					WOS:000448813900002
J	Zakas, C; Deutscher, JM; Kay, AD; Rockman, MV				Zakas, Christina; Deutscher, Jennifer M.; Kay, Alex D.; Rockman, Matthew V.			Decoupled maternal and zygotic genetic effects shape the evolution of development	ELIFE																		Rockman, Matthew/0000-0001-6492-8906; Zakas, Christina/0000-0002-9998-848X													2050-084X					SEP 10	2018	7								e37143	10.7554/eLife.37143	http://dx.doi.org/10.7554/eLife.37143								30198842					WOS:000445996700001
J	Aw, AJ; Rosenberg, NA				Aw, Alan J.; Rosenberg, Noah A.			Bounding measures of genetic similarity and diversity using majorization	JOURNAL OF MATHEMATICAL BIOLOGY																	Aw, Alan/Q-3077-2017	Aw, Alan/0000-0001-9455-7878; Rosenberg, Noah/0000-0002-1829-8664													0303-6812	1432-1416				SEP	2018	77	3					711	737		10.1007/s00285-018-1226-x	http://dx.doi.org/10.1007/s00285-018-1226-x								29569105					WOS:000443369200008
