PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kaczensky, P; Kovtun, E; Habibrakhmanov, R; Hemami, MR; Khaleghi, A; Linnell, JDC; Rustamov, E; Sklyarenko, S; Walzer, C; Zuther, S; Kuehn, R				Kaczensky, Petra; Kovtun, Ekaterina; Habibrakhmanov, Rustam; Hemami, Mahmoud-Reza; Khaleghi, Amirhossein; Linnell, John D. C.; Rustamov, Eldar; Sklyarenko, Sergey; Walzer, Chris; Zuther, Steffen; Kuehn, Ralph			Genetic characterization of free-ranging Asiatic wild ass in Central Asia as a basis for future conservation strategies	CONSERVATION GENETICS																	Hemami, Mahmoud-Reza/AFM-0224-2022; Linnell, John/V-4177-2019; Hemami, Mahmoud-Reza/AAH-2553-2022	Linnell, John/0000-0002-8370-5633; Kaczensky, Petra/0000-0001-5428-1176; Kuehn, Ralph/0000-0001-9518-0590; Walzer, Chris/0000-0002-0437-5147													1566-0621	1572-9737				OCT	2018	19	5					1169	1184		10.1007/s10592-018-1086-3	http://dx.doi.org/10.1007/s10592-018-1086-3													WOS:000446130400011
J	Coelho, NHP; Tambarussi, EV; Aguiar, BI; Roque, RH; Portela, RM; Braga, RC; Sanson, D; Silva, RAR; Ferraz, EM; Moreno, MA; Kageyama, PY; Gandara, FB				Pesso Coelho, Natalia Helena; Tambarussi, Evandro Vagner; Aguiar, Bruna Ibanes; Roque, Rafael H.; Portela, Renan Marcelo; Braga, Rayssa Chaves; Sanson, Daniela; Silva, Richeliel A. R.; Ferraz, Elza Martins; Moreno, Maria Andreia; Kageyama, Paulo Y.; Gandara, Flavio Bertin			Understanding genetic diversity, spatial genetic structure, and mating system through microsatellite markers for the conservation and sustainable use of Acrocomia aculeata (Jacq.) Lodd. Ex Mart.	CONSERVATION GENETICS																	Tambarussi, Evandro V/E-5695-2016; Gandara, Flávio B./F-4043-2012; Moreno, Maria Andréia A/F-2054-2014; Tambarussi, Evandro/AAD-4462-2020; Moreno, Maria A/F-6803-2014	Tambarussi, Evandro V/0000-0001-9478-5379; Gandara, Flávio B./0000-0003-4521-1613; Moreno, Maria Andréia A/0000-0003-3863-1564; Moreno, Maria A/0000-0003-3863-1564; Sanson, Daniela/0000-0003-4834-1667													1566-0621	1572-9737				AUG	2018	19	4					879	891		10.1007/s10592-018-1061-z	http://dx.doi.org/10.1007/s10592-018-1061-z													WOS:000439164500010
J	Ciancaleoni, S; Raggi, L; Negri, V				Ciancaleoni, Simona; Raggi, Lorenzo; Negri, Valeria			Assessment of spatial-temporal variation in natural populations of Brassica incana in south Italy: implications for conservation	PLANT SYSTEMATICS AND EVOLUTION																	Raggi, Lorenzo/G-5645-2013	Raggi, Lorenzo/0000-0003-0484-8669; Negri, Valeria/0000-0003-2941-121X													0378-2697	1615-6110				JUN	2018	304	6					731	745		10.1007/s00606-018-1505-4	http://dx.doi.org/10.1007/s00606-018-1505-4													WOS:000432299700001
J	Pais, AL; Li, X; Xiang, QY				Pais, Andrew L.; Li, Xu; Xiang, Qiu-Yun (Jenny)			Discovering variation of secondary metabolite diversity and its relationship with disease resistance in Cornus florida L.	ECOLOGY AND EVOLUTION																		Li, Xu/0000-0002-4640-2529; Xiang, Jenny/0000-0002-9016-0678													2045-7758					JUN	2018	8	11					5619	5636		10.1002/ece3.4090	http://dx.doi.org/10.1002/ece3.4090								29938079					WOS:000435776600036
J	Cannataro, VL; Gaffney, SG; Stender, C; Zhao, ZM; Philips, M; Greenstein, AE; Townsend, JP				Cannataro, Vincent L.; Gaffney, Stephen G.; Stender, Carly; Zhao, Zi-Ming; Philips, Mark; Greenstein, Andrew E.; Townsend, Jeffrey P.			Heterogeneity and mutation in KRAS and associated oncogenes: evaluating the potential for the evolution of resistance to targeting of KRAS G12C	ONCOGENE																	Townsend, Jeffrey/H-2747-2019	Townsend, Jeffrey/0000-0002-9890-3907; Mark, Philips/0000-0002-1179-8156; Cannataro, Vincent/0000-0002-6364-7747; Gaffney, Stephen/0000-0002-5490-2945; Greenstein, Andrew/0000-0002-1470-1970													0950-9232	1476-5594				MAY	2018	37	18					2444	2455		10.1038/s41388-017-0105-z	http://dx.doi.org/10.1038/s41388-017-0105-z								29453361					WOS:000431386000008
J	Veeramah, KR; Rott, A; Gross, M; van Dorp, L; Lopez, S; Kirsanow, K; Sell, C; Blocher, J; Wegmann, D; Link, V; Hofmanova, Z; Peters, J; Trautmann, B; Gairhos, A; Haberstroh, J; Paffgen, B; Hellenthal, G; Haas-Gebhard, B; Harbeck, M; Burger, J				Veeramah, Krishna R.; Rott, Andreas; Gross, Melanie; van Dorp, Lucy; Lopez, Saioa; Kirsanow, Karola; Sell, Christian; Bloecher, Jens; Wegmann, Daniel; Link, Vivian; Hofmanova, Zuzana; Peters, Joris; Trautmann, Bernd; Gairhos, Anja; Haberstroh, Jochen; Paeffgen, Bernd; Hellenthal, Garrett; Haas-Gebhard, Brigitte; Harbeck, Michaela; Burger, Joachim			Population genomic analysis of elongated skulls reveals extensive female-biased immigration in Early Medieval Bavaria	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																	Hofmanová, Zuzana/M-6666-2019; Wegmann, Daniel/K-2199-2012	Hofmanová, Zuzana/0000-0003-1336-4455; van Dorp, Lucy/0000-0002-6211-2310; Wegmann, Daniel/0000-0003-2866-6739; Lopez, Saioa/0000-0003-2936-4070; Peters, Joris/0000-0003-0894-2628													0027-8424					MAR 27	2018	115	13					3494	3499		10.1073/pnas.1719880115	http://dx.doi.org/10.1073/pnas.1719880115								29531040					WOS:000428382400077
J	Wilton, PR; Zaidi, A; Makova, K; Nielsen, R				Wilton, Peter R.; Zaidi, Arslan; Makova, Kateryna; Nielsen, Rasmus			A Population Phylogenetic View of Mitochondrial Heteroplasmy	GENETICS																	Nielsen, Rasmus/D-4405-2009	Nielsen, Rasmus/0000-0003-0513-6591													0016-6731	1943-2631				MAR	2018	208	3					1261	1274		10.1534/genetics.118.300711	http://dx.doi.org/10.1534/genetics.118.300711								29343499					WOS:000426219600027
J	Al Abri, MA; Posbergh, C; Palermo, K; Sutter, NB; Eberth, J; Hoffman, GE; Brooks, SA				Al Abri, Mohammed A.; Posbergh, Christian; Palermo, Katelyn; Sutter, Nathan B.; Eberth, John; Hoffman, Gabriel E.; Brooks, Samantha A.			Genome-Wide Scans Reveal a Quantitative Trait Locus for Withers Height in Horses Near the ANKRD1 Gene	JOURNAL OF EQUINE VETERINARY SCIENCE																	Abri, Mohammed Ali Al/H-6547-2016; Brooks, Samantha/ABD-5279-2020	Abri, Mohammed Ali Al/0000-0003-1708-3845; Brooks, Samantha/0000-0002-4500-2689; Posbergh, Christian/0000-0002-1458-7688													0737-0806	1542-7412				JAN	2018	60						67	+		10.1016/j.jevs.2017.05.008	http://dx.doi.org/10.1016/j.jevs.2017.05.008													WOS:000422946100010
J	Tang, HB; Kirkness, EF; Lippert, C; Biggs, WH; Fabani, M; Guzman, E; Ramakrishnan, S; Lavrenko, V; Kakaradov, B; Hou, C; Hicks, B; Heckerman, D; Och, FJ; Caskey, CT; Venter, JC; Telenti, A				Tang, Haibao; Kirkness, Ewen F.; Lippert, Christoph; Biggs, William H.; Fabani, Martin; Guzman, Ernesto; Ramakrishnan, Smriti; Lavrenko, Victor; Kakaradov, Boyko; Hou, Claire; Hicks, Barry; Heckerman, David; Och, Franz J.; Caskey, C. Thomas; Venter, J. Craig; Telenti, Amalio			Profiling of Short-Tandem-Repeat Disease Alleles in 12,632 Human Whole Genomes	AMERICAN JOURNAL OF HUMAN GENETICS																	Telenti, Amalio/AAY-1674-2021; Tang, Haibao/A-6715-2011	Tang, Haibao/0000-0002-3460-8570; Lavrenko, Victor/0000-0002-2106-8173													0002-9297	1537-6605				NOV 2	2017	101	5					700	715		10.1016/j.ajhg.2017.09.013	http://dx.doi.org/10.1016/j.ajhg.2017.09.013								29100084					WOS:000414251600004
J	Anderson, AB; Salas, EM; Rocha, LA; Floeter, SR				Anderson, A. B.; Salas, E. M.; Rocha, L. A.; Floeter, S. R.			The recent colonization of south Brazil by the Azores chromis Chromis limbata	JOURNAL OF FISH BIOLOGY																	Anderson, Antônio Batista/ABB-6679-2021; Anderson, Antônio Batista/AAX-9869-2021; Rocha, Luiz/T-6326-2019	Anderson, Antônio Batista/0000-0003-2502-7018; Salas De la Fuente, Eva Maria/0000-0002-6941-0548; Rocha, Luiz/0000-0003-4011-569X; Floeter, Sergio/0000-0002-3201-6504													0022-1112	1095-8649				AUG	2017	91	2					558	573		10.1111/jfb.13363	http://dx.doi.org/10.1111/jfb.13363								28703291					WOS:000407232500012
