PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Johannes, F; Porcher, E; Teixeira, FK; Saliba-Colombani, V; Simon, M; Agier, N; Bulski, A; Albuisson, J; Heredia, F; Audigier, P; Bouchez, D; Dillmann, C; Guerche, P; Hospital, F; Colot, V				Johannes, Frank; Porcher, Emmanuelle; Teixeira, Felipe K.; Saliba-Colombani, Vera; Simon, Matthieu; Agier, Nicolas; Bulski, Agnes; Albuisson, Juliette; Heredia, Fabiana; Audigier, Pascal; Bouchez, David; Dillmann, Christine; Guerche, Philippe; Hospital, Frederic; Colot, Vincent			Assessing the Impact of Transgenerational Epigenetic Variation on Complex Traits	PLOS GENETICS																	Bouchez, David/B-7463-2019; Herédia, Fabiana/J-3999-2013; Hospital, Frederic/A-6848-2008	Bouchez, David/0000-0003-3545-4339; Herédia, Fabiana/0000-0002-6390-7545; Albuisson, Juliette/0000-0002-8947-6499; Karam Teixeira, Felipe/0000-0001-7651-1657; Hospital, Frederic/0000-0003-0825-4470; Dillmann, Christine/0000-0002-9025-341X; Porcher, Emmanuelle/0000-0002-9264-8239; Heredia, Fabiana/0000-0003-0057-7654													1553-7404					JUN	2009	5	6							e1000530	10.1371/journal.pgen.1000530	http://dx.doi.org/10.1371/journal.pgen.1000530								19557164					WOS:000268444600005
J	Holford, ME; Rajeevan, H; Zhao, HY; Kidd, KK; Cheung, KH				Holford, Matthew; Rajeevan, Haseena; Zhao, Hongyu; Kidd, Kenneth; Cheung, Kei-Hoi			Semantic Web-Based Integration of Cancer Pathways and Allele Frequency Data	CANCER INFORMATICS																																1176-9351					2009	8				SI		19	44											19458791					WOS:000210880400002
J	Choi, SS; Jung, K; Kim, JH				Choi, Sung-Soon; Jung, Kyomin; Kim, Jeong Han			Phase transition in a random NK landscape model	ARTIFICIAL INTELLIGENCE																	Jung, Kyomin/C-2046-2011														0004-3702	1872-7921				FEB	2008	172	2-3					179	203		10.1016/j.artint.2007.06.002	http://dx.doi.org/10.1016/j.artint.2007.06.002													WOS:000252652000004
J	Cazes, MH				Cazes, Marie-Helene			An example of demographic anthropology, the study of matrimonial exchanges - Endogamy, choice of spouse and preferential marriage	COLLEGIUM ANTROPOLOGICUM																															0350-6134					SEP	2006	30	3					475	478											17058510					WOS:000241104300003
J	Schmitt, T; Giessl, A; Seitz, A				Schmitt, T; Giessl, A; Seitz, A			Did Polyommatus icarus (Lepidoptera : Lycaenidae) have distinct glacial refugia in southern Europe? Evidence from population genetics	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY																		Giessl, Andreas/0000-0002-9768-2049													0024-4066	1095-8312				NOV	2003	80	3					529	538		10.1046/j.1095-8312.2003.00261.x	http://dx.doi.org/10.1046/j.1095-8312.2003.00261.x													WOS:000186614800012
J	Chitwood, DJ				Chitwood, DJ			Research on plant-parasitic nematode biology conducted by the United States Department of Agriculture - Agricultural Research Service	PEST MANAGEMENT SCIENCE																															1526-498X	1526-4998				JUN-JUL	2003	59	6-7					748	753		10.1002/ps.684	http://dx.doi.org/10.1002/ps.684								12846325					WOS:000183400700019
J	Uchihi, R; Yamamoto, T; Usuda, K; Yoshimoto, T; Tanaka, M; Tokunaga, S; Kurihara, R; Tokunaga, K; Katsumata, Y				Uchihi, R; Yamamoto, T; Usuda, K; Yoshimoto, T; Tanaka, M; Tokunaga, S; Kurihara, R; Tokunaga, K; Katsumata, Y			Haplotype analysis with 14 Y-STR loci using 2 multiplex amplification and typing systems in 2 regional populations in Japan	INTERNATIONAL JOURNAL OF LEGAL MEDICINE																	Yamamoto, Toshimichi/I-7247-2014														0937-9827	1437-1596				FEB	2003	117	1					34	38		10.1007/s00414-002-0319-6	http://dx.doi.org/10.1007/s00414-002-0319-6								12592593					WOS:000181593900007
J	Dever, JA; Strauss, RE; Rainwater, TR; McMurry, S; Densmore, LD				Dever, JA; Strauss, RE; Rainwater, TR; McMurry, S; Densmore, LD			Genetic diversity, population subdivision, and gene flow in Morelet's crocodile (Crocodylus moreletti) from Belize, Central America	COPEIA																															0045-8511	1938-5110				DEC 31	2002		4					1078	1091																WOS:000180238400021
J	Delport, W; Ferguson, JWH; Bloomer, P				Delport, W; Ferguson, JWH; Bloomer, P			Characterization and evolution of the mitochondrial DNA control region in hornbills (Bucerotiformes)	JOURNAL OF MOLECULAR EVOLUTION																	Ferguson, Jan/A-5598-2011; Delport, Wayne/C-1744-2008; Bloomer, Paulette/F-5501-2010	Bloomer, Paulette/0000-0002-6357-0153													0022-2844					JUN	2002	54	6					794	806		10.1007/s00239-001-0083-0	http://dx.doi.org/10.1007/s00239-001-0083-0								12029361					WOS:000175840600010
J	Rich, SM; Sawyer, SA; Barbour, AG				Rich, SM; Sawyer, SA; Barbour, AG			Antigen polymorphism in Borrelia hermsii, a clonal pathogenic bacterium	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																	Rich, Stephen/AAX-6953-2020; Barbour, Alan/B-3160-2009	Barbour, Alan/0000-0002-0719-5248													0027-8424					DEC 18	2001	98	26					15038	15043		10.1073/pnas.071042098	http://dx.doi.org/10.1073/pnas.071042098								11742066					WOS:000172848800055
J	Petit, E; Mayer, F				Petit, E; Mayer, F			Male dispersal in the noctule bat (Nyctalus noctula): where are the limits?	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Petit, Eric J/C-1091-2011	Petit, Eric J/0000-0001-5058-5826													0962-8452					SEP 7	1999	266	1430					1717	1722		10.1098/rspb.1999.0837	http://dx.doi.org/10.1098/rspb.1999.0837								10518319					WOS:000082866800001
J	Luikart, G; Allendorf, FW; Cornuet, JM; Sherwin, WB				Luikart, G; Allendorf, FW; Cornuet, JM; Sherwin, WB			Distortion of allele frequency distributions provides a test for recent population bottlenecks	JOURNAL OF HEREDITY																	Sherwin, William B B/C-3432-2008	Sherwin, William B B/0000-0002-1578-8473; Luikart, Gordon/0000-0001-8697-0582													0022-1503	1465-7333				MAY-JUN	1998	89	3					238	247		10.1093/jhered/89.3.238	http://dx.doi.org/10.1093/jhered/89.3.238								9656466					WOS:000074214900008
J	Stenico, M; Nigro, L; Barbujani, G				Stenico, M; Nigro, L; Barbujani, G			Mitochondrial lineages in Ladin-speaking communities of the eastern Alps	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Barbujani, Guido/ABE-9998-2020	Barbujani, Guido/0000-0001-7854-6669													0962-8452					APR 7	1998	265	1396					555	561		10.1098/rspb.1998.0330	http://dx.doi.org/10.1098/rspb.1998.0330								9881466					WOS:000073070000002
J	Carvalho, AB; Vaz, SC; Klaczko, LB				Carvalho, AB; Vaz, SC; Klaczko, LB			Polymorphism for Y-linked suppressors of sex-ratio in two natural populations of Drosophila mediopunctata	GENETICS																	Klaczko, Louis B./D-5412-2009; Klaczko, Louis Bernard/O-3204-2019; Carvalho, Antonio/D-5402-2013	Klaczko, Louis B./0000-0002-4737-1365; Carvalho, Antonio/0000-0001-8959-6469													0016-6731					JUL	1997	146	3					891	902											9215895					WOS:A1997XJ90800012
J	Kurt, F; Hartl, GB; Tiedemann, R				Kurt, F; Hartl, GB; Tiedemann, R			Tuskless bulls in Asian elephant Elephas maximus. History and population genetics of a man-made phenomenon	ACTA THERIOLOGICA					2nd International Meeting on Ecological Genetics in Mammals	SEP 19-22, 1994	LODZ, POLAND											Tiedemann, Ralph/0000-0002-2604-6336													0001-7051	2190-3743					1995				3			125	143																WOS:A1995TT81600010
J	BOWCOCK, AM; KIDD, JR; MOUNTAIN, JL; HEBERT, JM; CAROTENUTO, L; KIDD, KK; CAVALLISFORZA, LL				BOWCOCK, AM; KIDD, JR; MOUNTAIN, JL; HEBERT, JM; CAROTENUTO, L; KIDD, KK; CAVALLISFORZA, LL			DRIFT, ADMIXTURE, AND SELECTION IN HUMAN-EVOLUTION - A STUDY WITH DNA POLYMORPHISMS	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																		Bowcock, Anne/0000-0001-8691-9090													0027-8424					FEB	1991	88	3					839	843		10.1073/pnas.88.3.839	http://dx.doi.org/10.1073/pnas.88.3.839								1992475					WOS:A1991EW40000033
J	Cook, F; Bull, JJ; Gomulkiewicz, R				Cook, Forest; Bull, James J.; Gomulkiewicz, Richard			Gene drive escape from resistance depends on mechanism and ecology	EVOLUTIONARY APPLICATIONS																															1752-4571					MAY	2022	15	5					721	734		10.1111/eva.13358	http://dx.doi.org/10.1111/eva.13358		MAR 2022						35603023					WOS:000771359400001
J	Helekal, D; Ledda, A; Volz, E; Wyllie, D; Didelot, X				Helekal, David; Ledda, Alice; Volz, Erik; Wyllie, David; Didelot, Xavier			Bayesian Inference of Clonal Expansions in a Dated Phylogeny	SYSTEMATIC BIOLOGY																	; Didelot, Xavier/H-1608-2013	Helekal, David/0000-0002-9319-7097; Volz, Erik/0000-0001-6268-8937; Didelot, Xavier/0000-0003-1885-500X													1063-5157	1076-836X															10.1093/sysbio/syab095	http://dx.doi.org/10.1093/sysbio/syab095		DEC 2021						34893904					WOS:000764640800001
J	Dumidae, A; Janthu, P; Subkrasae, C; Polseela, R; Mangki, B; Thanwisai, A; Vitta, A				Dumidae, Abdulhakam; Janthu, Pichamon; Subkrasae, Chanakan; Polseela, Raxsina; Mangki, Bandid; Thanwisai, Aunchalee; Vitta, Apichat			Population Genetics Analysis of a Pomacea Snail (Gastropoda: Ampullariidae) in Thailand and its Low Infection by Angiostrongylus cantonensis	ZOOLOGICAL STUDIES																															1021-5506	1810-522X				JUL 2	2021	60								31	10.6620/ZS.2021.60-31	http://dx.doi.org/10.6620/ZS.2021.60-31								34963784					WOS:000669527600001
J	Villamor, A; Signorini, LF; Costantini, F; Terzin, M; Abbiati, M				Villamor, Adriana; Signorini, Lorenzo F.; Costantini, Federica; Terzin, Marko; Abbiati, Marco			Evidence of genetic isolation between two Mediterranean morphotypes of Parazoanthus axinellae	SCIENTIFIC REPORTS																															2045-2322					AUG 18	2020	10	1							13938	10.1038/s41598-020-70770-z	http://dx.doi.org/10.1038/s41598-020-70770-z								32811877					WOS:000607722900014
J	Gaine, SF				Gaine, Simon Francis			Did Christ die for Neanderthals?	NEW BLACKFRIARS																															0028-4289	1741-2005				MAR	2021	102	1098					225	238		10.1111/nbfr.12566	http://dx.doi.org/10.1111/nbfr.12566		MAY 2020											WOS:000532852900001
J	Orengo, DJ; Puerma, E; Aguade, M				Orengo, Dorcas J.; Puerma, Eva; Aguade, Montserrat			The molecular characterization of fixed inversions breakpoints unveils the ancestral character of the Drosophila guanche chromosomal arrangements	SCIENTIFIC REPORTS																	Orengo, Dorcas/AAG-6201-2021	Orengo, Dorcas/0000-0001-7911-3224; Puerma, Eva/0000-0001-7261-187X; Aguade, Montserrat/0000-0002-3884-7800													2045-2322					FEB 8	2019	9								1706	10.1038/s41598-018-37121-5	http://dx.doi.org/10.1038/s41598-018-37121-5								30737415					WOS:000458178100038
J	Begum, S; Brey, T; Held, C				Begum, Salma; Brey, Thomas; Held, Christoph			Lack of association between genetical and morphological variations for bivalve Arctica islandica from six different sites of the NE Atlantic ocean	ESTUARINE COASTAL AND SHELF SCIENCE																		Brey, Thomas/0000-0002-6345-2851													0272-7714	1096-0015				NOV 15	2018	212						34	39		10.1016/j.ecss.2018.06.014	http://dx.doi.org/10.1016/j.ecss.2018.06.014													WOS:000446286100004
J	Frezal, L; Jacqua, G; Neema, C				Frezal, Lise; Jacqua, Guy; Neema, Claire			Adaptation of a Fungal Pathogen to Host Quantitative Resistance	FRONTIERS IN PLANT SCIENCE																	Frezal, Lise Helene/AAC-1783-2020	Frezal, Lise Helene/0000-0002-6518-0423													1664-462X					OCT 31	2018	9								1554	10.3389/fpls.2018.01554	http://dx.doi.org/10.3389/fpls.2018.01554								30429860					WOS:000448860900001
J	Thomassen, HA; Harrigan, RJ; Semple Delaney, K; Riley, SPD; Serieys, LEK; Pease, K; Wayne, RK; Smith, TB				Thomassen, Henri A.; Harrigan, Ryan J.; Semple Delaney, Kathleen; Riley, Seth P. D.; Serieys, Laurel E. K.; Pease, Katherine; Wayne, Robert K.; Smith, Thomas B.			Determining the drivers of population structure in a highly urbanized landscape to inform conservation planning	CONSERVATION BIOLOGY																															0888-8892	1523-1739				FEB	2018	32	1					148	158		10.1111/cobi.12969	http://dx.doi.org/10.1111/cobi.12969								28631859					WOS:000419240100015
J	Smith, SRT; Connallon, T				Smith, Shane R. T.; Connallon, Tim			The contribution of the mitochondrial genome to sex-specific fitness variance	EVOLUTION																															0014-3820	1558-5646				MAY	2017	71	5					1417	1424		10.1111/evo.13238	http://dx.doi.org/10.1111/evo.13238								28369844					WOS:000401256200024
J	Burdon, JJ; Zhan, JS; Barrett, LG; Papaix, J; Thrall, PH				Burdon, Jeremy J.; Zhan, Jiasui; Barrett, Luke G.; Papaix, Julien; Thrall, Peter H.			Addressing the Challenges of Pathogen Evolution on the World's Arable Crops	PHYTOPATHOLOGY																	Barrett, Luke G/I-5711-2015; Papaïx, Julien/S-3431-2016	Barrett, Luke G/0000-0001-6530-0731; 													0031-949X	1943-7684				OCT	2016	106	10					1117	1127		10.1094/PHYTO-01-16-0036-FI	http://dx.doi.org/10.1094/PHYTO-01-16-0036-FI								27584868					WOS:000383820100006
J	Salgueiro, P; Lopes, AS; Mendes, C; Charlwood, JD; Arez, AP; Pinto, J; Silveira, H				Salgueiro, Patricia; Lopes, Ana Sofia; Mendes, Cristina; Charlwood, Jacques Derek; Arez, Ana Paula; Pinto, Joao; Silveira, Henrique			Molecular evolution and population genetics of a Gram-negative binding protein gene in the malaria vector Anopheles gambiae (sensu lato)	PARASITES & VECTORS																	Arez, Ana Paula/I-1729-2012; Silveira, Henrique/AAB-4948-2022; Silveira, Henrique/G-2229-2011; J., Pinto/H-6177-2019; Pinto, Joao/C-2208-2012; Salgueiro, Patricia/B-6410-2012	Arez, Ana Paula/0000-0002-0497-6532; Silveira, Henrique/0000-0002-7939-772X; Silveira, Henrique/0000-0002-7939-772X; J., Pinto/0000-0001-8572-7708; Pinto, Joao/0000-0001-8572-7708; Salgueiro, Patricia/0000-0001-8628-3651													1756-3305					SEP 23	2016	9								515	10.1186/s13071-016-1800-2	http://dx.doi.org/10.1186/s13071-016-1800-2								27658383					WOS:000383853600001
J	Arias-Perez, A; Cordero, D; Borrell, Y; Sanchez, JA; Blanco, G; Freire, R; Insua, A; Saavedra, C				Arias-Perez, Alberto; Cordero, David; Borrell, Yaisel; Sanchez, Jose Antonio; Blanco, Gloria; Freire, Ruth; Insua, Ana; Saavedra, Carlos			Assessing the geographic scale of genetic population management with microsatellites and introns in the clam Ruditapes decussatus	ECOLOGY AND EVOLUTION																	Insua, Ana/C-4088-2015; Borrell Pichs, Yaisel J./ABC-8904-2020; Pichs, Yaisel J Borrell/B-2650-2009; Saavedra, Carlos/L-1928-2017; Cordero, David/L-2288-2017; Arias-Pérez, Alberto/G-7109-2011	Insua, Ana/0000-0002-9696-7317; Borrell Pichs, Yaisel J./0000-0003-2840-4384; Pichs, Yaisel J Borrell/0000-0003-2840-4384; Saavedra, Carlos/0000-0003-3798-3226; Arias-Pérez, Alberto/0000-0001-8967-4519													2045-7758					MAY	2016	6	10					3380	3404		10.1002/ece3.2052	http://dx.doi.org/10.1002/ece3.2052								27127607					WOS:000376646700028
S	Tabachnick, WJ		Enquist, LW		Tabachnick, Walter J.			Climate Change and the Arboviruses: Lessons from the Evolution of the Dengue and Yellow Fever Viruses	ANNUAL REVIEW OF VIROLOGY, VOL 3	Annual Review of Virology																														2327-056X	2327-0578	978-0-8243-3403-1				2016	3						125	145		10.1146/annurev-virology-110615-035630	http://dx.doi.org/10.1146/annurev-virology-110615-035630								27482902					WOS:000389586100006
J	Alicea, B; Gordon, R				Alicea, Bradly; Gordon, Richard			Toy models for macroevolutionary patterns and trends	BIOSYSTEMS																	Gordon, Richard/AGY-7557-2022; Alicea, Bradly/H-7631-2019	Alicea, Bradly/0000-0003-3869-3175													0303-2647	1872-8324				SEP	2014	123				SI		54	66		10.1016/j.biosystems.2014.09.007	http://dx.doi.org/10.1016/j.biosystems.2014.09.007								25224014					WOS:000345470200007
