PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Colosi, JC; Schaal, BA				Colosi, JC; Schaal, BA			Wild prose millet (Panicum miliaceum) is genetically variable and distinct from crop varieties of proso millet	WEED SCIENCE																															0043-1745	1550-2759				JUL-AUG	1997	45	4					509	518		10.1017/S0043174500088743	http://dx.doi.org/10.1017/S0043174500088743													WOS:A1997XM80400009
J	Lee, SC; Cheng, HL; Chang, JT				Lee, SC; Cheng, HL; Chang, JT			Allozyme variation in the large-scale mullet Liza macrolepis (Perciformes: Mugilidae) from coastal waters of western Taiwan	ZOOLOGICAL STUDIES																															1021-5506					APR	1996	35	2					85	92																WOS:A1996UP84400003
J	ALBERTE, RS; SUBA, GK; PROCACCINI, G; ZIMMERMAN, RC; FAIN, SR				ALBERTE, RS; SUBA, GK; PROCACCINI, G; ZIMMERMAN, RC; FAIN, SR			ASSESSMENT OF GENETIC DIVERSITY OF SEAGRASS POPULATIONS USING DNA-FINGERPRINTING - IMPLICATIONS FOR POPULATION STABILITY AND MANAGEMENT	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																	Procaccini, Gabriele/A-6618-2010; Procaccini, Gabriele/AAA-7040-2019	Procaccini, Gabriele/0000-0002-6179-468X; Procaccini, Gabriele/0000-0002-6179-468X													0027-8424					FEB 1	1994	91	3					1049	1053		10.1073/pnas.91.3.1049	http://dx.doi.org/10.1073/pnas.91.3.1049								11607458					WOS:A1994MV27800047
J	MORGAN, MT				MORGAN, MT			THE EVOLUTION OF TRAITS INFLUENCING MALE AND FEMALE FERTILITY IN OUTCROSSING PLANTS	AMERICAN NATURALIST																															0003-0147	1537-5323				MAY	1992	139	5					1022	1051		10.1086/285371	http://dx.doi.org/10.1086/285371													WOS:A1992HU07100007
J	AGUIAR, GFS; NEVES, WA				AGUIAR, GFS; NEVES, WA			POSTMARITAL RESIDENCE AND WITHIN-SEX GENETIC DIVERSITY AMONG THE URUBU-KAAPOR INDIANS, BRAZILIAN AMAZON	HUMAN BIOLOGY																	Neves, Walter A/Q-8316-2016	Neves, Walter A/0000-0001-9124-3937													0018-7143	1534-6617				AUG	1991	63	4					467	488											1889796					WOS:A1991FV36500003
J	DEVLIN, B; RISCH, N; ROEDER, K				DEVLIN, B; RISCH, N; ROEDER, K			ESTIMATION OF ALLELE FREQUENCIES FOR VNTR LOCI	AMERICAN JOURNAL OF HUMAN GENETICS																		Roeder, Kathryn/0000-0002-8869-6254													0002-9297					APR	1991	48	4					662	676											2014794					WOS:A1991FK47800004
J	Nie, Y; Fu, YT; Wang, W; Li, R; Tang, WQ; Liu, GH				Nie, Yu; Fu, Yi-Tian; Wang, Wei; Li, Rong; Tang, Wan-Qing; Liu, Guo-Hua			Comparative analyses of the fragmented mitochondrial genomes of wild pig louse from China and	INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE																															2213-2244					AUG	2022	18						25	29		10.1016/j.ijppaw.2022.03.013	http://dx.doi.org/10.1016/j.ijppaw.2022.03.013								35399589					WOS:000795140300004
J	Basile, B; Rao, R; Corrado, G				Basile, Boris; Rao, Rosa; Corrado, Giandomenico			Genotypic diversity and population structure of the apricot landraces of the Campania region (Southern Italy) based on fluorescent SSRs	GENETIC RESOURCES AND CROP EVOLUTION																															0925-9864	1573-5109															10.1007/s10722-022-01412-8	http://dx.doi.org/10.1007/s10722-022-01412-8		JUN 2022											WOS:000808445500001
J	Zhou, XY; Ding, Y; Zhou, JY; Sun, KK; Matsukura, K; Zhang, H; Chen, L; Hong, XY; Sun, JT				Zhou, Xin-Yu; Ding, Yi; Zhou, Jia-Yi; Sun, Kang-Kang; Matsukura, Keiichiro; Zhang, Hui; Chen, Lei; Hong, Xiao-Yue; Sun, Jing-Tao			Genetic evidence of transoceanic migration of the small brown planthopper between China and Japan	PEST MANAGEMENT SCIENCE																		Sun, Jing-Tao/0000-0002-8263-7210; Hong, Xiao-Yue/0000-0002-5209-3961													1526-498X	1526-4998				JUL	2022	78	7					2909	2920		10.1002/ps.6915	http://dx.doi.org/10.1002/ps.6915		APR 2022						35415865					WOS:000787813600001
J	Bendall, EE; Bagley, RK; Sousa, VC; Linnen, CR				Bendall, Emily E.; Bagley, Robin K.; Sousa, Vitor C.; Linnen, Catherine R.			Faster-haplodiploid evolution under divergence-with-gene-flow: Simulations and empirical data from pine-feeding hymenopterans	MOLECULAR ECOLOGY																	Sousa, Vitor/P-1871-2016	Sousa, Vitor/0000-0003-3575-0875; Bendall, Emily/0000-0003-2524-088X													0962-1083	1365-294X				APR	2022	31	8					2348	2366		10.1111/mec.16410	http://dx.doi.org/10.1111/mec.16410		MAR 2022						35231148					WOS:000766957900001
