PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Hu, M; Gasser, RB				Hu, M; Gasser, RB			Mitochondrial genomes of parasitic nematodes - progress and perspectives	TRENDS IN PARASITOLOGY																	Gasser, Robin/ABH-6185-2020	Gasser, Robin/0000-0002-4423-1690													1471-4922	1471-5007				FEB	2006	22	2					78	84		10.1016/j.pt.2005.12.003	http://dx.doi.org/10.1016/j.pt.2005.12.003								16377245					WOS:000235575100010
J	Farrell, ED; Carlsson, JEL; Carlsson, J				Farrell, Edward D.; Carlsson, Jeanette E. L.; Carlsson, Jens			Next Gen Pop Gen: implementing a high-throughput approach to population genetics in boarfish (Capros aper)	ROYAL SOCIETY OPEN SCIENCE																		Carlsson, Jeanette/0000-0001-5559-3833; Carlsson, Jens/0000-0002-9262-5627													2054-5703					DEC	2016	3	12							160651	10.1098/rsos.160651	http://dx.doi.org/10.1098/rsos.160651								28083107					WOS:000391731800020
J	Nelson, RJ; Bouchard, C; Madsen, M; Praebel, K; Rondeau, E; von Schalburg, K; Leong, JS; Jantzen, S; Sandwith, Z; Puckett, S; Messmer, A; Fevolden, SE; Koop, BF				Nelson, R. John; Bouchard, Caroline; Madsen, Matias; Praebel, Kim; Rondeau, Eric; von Schalburg, Kristian; Leong, Jong S.; Jantzen, Stuart; Sandwith, Zoe; Puckett, Stephanie; Messmer, Amber; Fevolden, Svein-Erik; Koop, Ben F.			Microsatellite loci for genetic analysis of the arctic gadids Boreogadus saida and Arctogadus glacialis	CONSERVATION GENETICS RESOURCES																	Præbel, Kim/A-2844-2014; Koop, Ben F./A-8151-2008; Bouchard, Caroline/AFK-4839-2022	Præbel, Kim/0000-0002-0681-1854; Koop, Ben F./0000-0003-0045-5200; 													1877-7252	1877-7260				JUN	2013	5	2					445	448		10.1007/s12686-012-9824-1	http://dx.doi.org/10.1007/s12686-012-9824-1													WOS:000318293100036
J	Burge, DO; Jui, G; Kembel, SS; Zhukovsky, K				Burge, Dylan O.; Jui, Ginger; Kembel, Steven S.; Zhukovsky, Katherine			MICROSATELLITE MARKERS FROM CEANOTHUS RODERICKII (RHAMNACEAE) USING NEXT-GENERATION SEQUENCING TECHNOLOGY	AMERICAN JOURNAL OF BOTANY																		Kembel, Steven/0000-0001-5224-0952													0002-9122	1537-2197				MAR	2012	99	3					E127	E130		10.3732/ajb.1100431	http://dx.doi.org/10.3732/ajb.1100431								22378832					WOS:000301254600014
J	Burt, A; Carter, DA; Koenig, GL; White, TJ; Taylor, JW				Burt, A; Carter, DA; Koenig, GL; White, TJ; Taylor, JW			Molecular markers reveal cryptic sex in the human pathogen Coccidioides immitis	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																	Carter, Dee/C-1331-2010	Carter, Dee/0000-0002-4638-0059; Burt, Austin/0000-0001-5146-9640													0027-8424					JAN 23	1996	93	2					770	773		10.1073/pnas.93.2.770	http://dx.doi.org/10.1073/pnas.93.2.770								8570632					WOS:A1996TR32600045
J	Blanchet, S; Prunier, JG; De Kort, H				Blanchet, Simon; Prunier, Jerome G.; De Kort, Hanne			Time to Go Bigger: Emerging Patterns in Macrogenetics	TRENDS IN GENETICS																	Blanchet, Simon/AAA-5871-2019; Prunier, Jérôme G./H-4332-2019; De Kort, Hanne/AAI-9063-2021	Blanchet, Simon/0000-0002-3843-589X; Prunier, Jérôme G./0000-0003-4110-2567; De Kort, Hanne/0000-0003-2516-0134													0168-9525	1362-4555				SEP	2017	33	9					579	580		10.1016/j.tig.2017.06.007	http://dx.doi.org/10.1016/j.tig.2017.06.007								28720482					WOS:000407883600001
J	Gupta, BM; Karisiddappa, CR				Gupta, BM; Karisiddappa, CR			Productivity of authors as reflected by duration of their scientific participation and speed of publication	SCIENTOMETRICS																		C. R., Prof. Karisiddappa/0000-0003-0605-2832													0138-9130					JUL-AUG	1997	39	3					281	291		10.1007/BF02458531	http://dx.doi.org/10.1007/BF02458531													WOS:A1997XW52300005
J	Dunker, B; Dormontt, EE; van Dijk Kor-jent; Dixon, RRM; Jardine, DI; Kireta, D; Nurtjahjaningsih, ILG; Win, TT; Rimbawanto, A; Lowe, AJ				Dunker, Bianca; Dormontt, Eleanor E.; van Dijk Kor-jent; Dixon, Rainbo R. M.; Jardine, Duncan I.; Kireta, Dona; Nurtjahjaningsih, I. L. G.; Win, Thwe Thwe; Rimbawanto, Anto; Lowe, Andrew J.			A set of 156 SNP markers for teak (Tectona grandis Linn. f.)	CONSERVATION GENETICS RESOURCES																	Kireta, Dona/GWD-1138-2022; Nurtjahjaningsih, I.L.G/AAD-5572-2021; Rimbawanto, Anto/D-8884-2013	Rimbawanto, Anto/0000-0002-6010-4130													1877-7252	1877-7260				JUN	2020	12	2					205	207		10.1007/s12686-019-01099-7	http://dx.doi.org/10.1007/s12686-019-01099-7													WOS:000534800800011
J	Hartfield, M; Bataillon, T				Hartfield, Matthew; Bataillon, Thomas			Selective Sweeps Under Dominance and Inbreeding	G3-GENES GENOMES GENETICS																		Bataillon, Thomas/0000-0002-4730-2538; Hartfield, Matthew/0000-0001-6941-0647													2160-1836					MAR	2020	10	3					1063	1075		10.1534/g3.119.400919	http://dx.doi.org/10.1534/g3.119.400919								31974096					WOS:000528710500018
J	Balick, DJ; Jordan, DM; Sunyaev, S; Do, R				Balick, Daniel J.; Jordan, Daniel M.; Sunyaev, Shamil; Do, Ron			Overcoming constraints on the detection of recessive selection in human genes from population frequency data	AMERICAN JOURNAL OF HUMAN GENETICS																		Balick, Daniel/0000-0001-6806-1246; Jordan, Daniel/0000-0002-5318-8225													0002-9297	1537-6605				JAN 6	2022	109	1					33	49		10.1016/j.ajhg.2021.12.001	http://dx.doi.org/10.1016/j.ajhg.2021.12.001								34951958					WOS:000748493200004
